id,nombre,municipio_id
3580,PQ. ALFREDO PACHECO M,3
3581,PQ. ALFREDO PACHECO M,24
3582,PQ. ALFREDO PACHECO M,31
3583,PQ. ALFREDO PACHECO M,49
3584,PQ. ALFREDO PACHECO M,61
3585,PQ. ALFREDO PACHECO M,72
3586,PQ. ALFREDO PACHECO M,86
3587,PQ. ALFREDO PACHECO M,95
3588,PQ. ALFREDO PACHECO M,120
3589,PQ. ALFREDO PACHECO M,135
3590,PQ. ALFREDO PACHECO M,144
3591,PQ. ALFREDO PACHECO M,167
3592,PQ. ALFREDO PACHECO M,188
3593,PQ. ALFREDO PACHECO M,201
3594,PQ. ALFREDO PACHECO M,212
3595,PQ. ALFREDO PACHECO M,227
3596,PQ. ALFREDO PACHECO M,228
3597,PQ. ALFREDO PACHECO M,256
3598,PQ. ALFREDO PACHECO M,285
3599,PQ. ALFREDO PACHECO M,305
3600,PQ. ALFREDO PACHECO M,319
3601,PQ. ALFREDO PACHECO M,340
3602,PQ. ALFREDO PACHECO M,347
3603,PQ. ALFREDO PACHECO M,351
3604,PQ. ALFREDO PACHECO M,366
3605,PQ. CHUAO,3
3606,PQ. CHUAO,24
3607,PQ. CHUAO,31
3608,PQ. CHUAO,49
3609,PQ. CHUAO,61
3610,PQ. CHUAO,72
3611,PQ. CHUAO,86
3612,PQ. CHUAO,95
3613,PQ. CHUAO,120
3614,PQ. CHUAO,135
3615,PQ. CHUAO,144
3616,PQ. CHUAO,167
3617,PQ. CHUAO,188
3618,PQ. CHUAO,201
3619,PQ. CHUAO,212
3620,PQ. CHUAO,227
3621,PQ. CHUAO,228
3622,PQ. CHUAO,256
3623,PQ. CHUAO,285
3624,PQ. CHUAO,305
3625,PQ. CHUAO,319
3626,PQ. CHUAO,340
3627,PQ. CHUAO,347
3628,PQ. CHUAO,351
3629,PQ. CHUAO,366
3630,PQ. AREVALO APONTE,3
3631,PQ. AREVALO APONTE,24
3632,PQ. AREVALO APONTE,31
3633,PQ. AREVALO APONTE,49
3634,PQ. AREVALO APONTE,61
3635,PQ. AREVALO APONTE,72
3636,PQ. AREVALO APONTE,86
3637,PQ. AREVALO APONTE,95
3638,PQ. AREVALO APONTE,120
3639,PQ. AREVALO APONTE,135
3640,PQ. AREVALO APONTE,144
3641,PQ. AREVALO APONTE,167
3642,PQ. AREVALO APONTE,188
3643,PQ. AREVALO APONTE,201
3644,PQ. AREVALO APONTE,212
3645,PQ. AREVALO APONTE,227
3646,PQ. AREVALO APONTE,228
3647,PQ. AREVALO APONTE,256
3648,PQ. AREVALO APONTE,285
3649,PQ. AREVALO APONTE,305
3650,PQ. AREVALO APONTE,319
3651,PQ. AREVALO APONTE,340
3652,PQ. AREVALO APONTE,347
3653,PQ. AREVALO APONTE,351
3654,PQ. AREVALO APONTE,366
3655,PQ. ALFREDO A LARRIVA,3
3656,PQ. ALFREDO A LARRIVA,24
3657,PQ. ALFREDO A LARRIVA,31
3658,PQ. ALFREDO A LARRIVA,49
3659,PQ. ALFREDO A LARRIVA,61
3660,PQ. ALFREDO A LARRIVA,72
3661,PQ. ALFREDO A LARRIVA,86
3662,PQ. ALFREDO A LARRIVA,95
3663,PQ. ALFREDO A LARRIVA,120
3664,PQ. ALFREDO A LARRIVA,135
3665,PQ. ALFREDO A LARRIVA,144
3666,PQ. ALFREDO A LARRIVA,167
3667,PQ. ALFREDO A LARRIVA,188
3668,PQ. ALFREDO A LARRIVA,201
3669,PQ. ALFREDO A LARRIVA,212
3670,PQ. ALFREDO A LARRIVA,227
3671,PQ. ALFREDO A LARRIVA,228
3672,PQ. ALFREDO A LARRIVA,256
3673,PQ. ALFREDO A LARRIVA,285
3674,PQ. ALFREDO A LARRIVA,305
3675,PQ. ALFREDO A LARRIVA,319
3676,PQ. ALFREDO A LARRIVA,340
3677,PQ. ALFREDO A LARRIVA,347
3678,PQ. ALFREDO A LARRIVA,351
3679,PQ. ALFREDO A LARRIVA,366
3680,PQ. BARINAS,3
3681,PQ. BARINAS,24
3682,PQ. BARINAS,31
3683,PQ. BARINAS,49
3684,PQ. BARINAS,61
3685,PQ. BARINAS,72
3686,PQ. BARINAS,86
3687,PQ. BARINAS,95
3688,PQ. BARINAS,120
3689,PQ. BARINAS,135
3690,PQ. BARINAS,144
3691,PQ. BARINAS,167
3692,PQ. BARINAS,188
3693,PQ. BARINAS,201
3694,PQ. BARINAS,212
3695,PQ. BARINAS,227
3696,PQ. BARINAS,228
3697,PQ. BARINAS,256
3698,PQ. BARINAS,285
3699,PQ. BARINAS,305
3700,PQ. BARINAS,319
3701,PQ. BARINAS,340
3702,PQ. BARINAS,347
3703,PQ. BARINAS,351
3704,PQ. BARINAS,366
3705,PQ. SAN SILVESTRE,3
3706,PQ. SAN SILVESTRE,24
3707,PQ. SAN SILVESTRE,31
3708,PQ. SAN SILVESTRE,49
3709,PQ. SAN SILVESTRE,61
3710,PQ. SAN SILVESTRE,72
3711,PQ. SAN SILVESTRE,86
3712,PQ. SAN SILVESTRE,95
3713,PQ. SAN SILVESTRE,120
3714,PQ. SAN SILVESTRE,135
3715,PQ. SAN SILVESTRE,144
3716,PQ. SAN SILVESTRE,167
3717,PQ. SAN SILVESTRE,188
3718,PQ. SAN SILVESTRE,201
3719,PQ. SAN SILVESTRE,212
3720,PQ. SAN SILVESTRE,227
3721,PQ. SAN SILVESTRE,228
3722,PQ. SAN SILVESTRE,256
3723,PQ. SAN SILVESTRE,285
3724,PQ. SAN SILVESTRE,305
3725,PQ. SAN SILVESTRE,319
3726,PQ. SAN SILVESTRE,340
3727,PQ. SAN SILVESTRE,347
3728,PQ. SAN SILVESTRE,351
3729,PQ. SAN SILVESTRE,366
3730,PQ. SANTA INES,3
3731,PQ. SANTA INES,24
3732,PQ. SANTA INES,31
3733,PQ. SANTA INES,49
3734,PQ. SANTA INES,61
3735,PQ. SANTA INES,72
3736,PQ. SANTA INES,86
3737,PQ. SANTA INES,95
3738,PQ. SANTA INES,120
3739,PQ. SANTA INES,135
3740,PQ. SANTA INES,144
3741,PQ. SANTA INES,167
3742,PQ. SANTA INES,188
3743,PQ. SANTA INES,201
3744,PQ. SANTA INES,212
3745,PQ. SANTA INES,227
3746,PQ. SANTA INES,228
3747,PQ. SANTA INES,256
3748,PQ. SANTA INES,285
3749,PQ. SANTA INES,305
3750,PQ. SANTA INES,319
3751,PQ. SANTA INES,340
3752,PQ. SANTA INES,347
3753,PQ. SANTA INES,351
3754,PQ. SANTA INES,366
3755,PQ. SANTA LUCIA,3
3756,PQ. SANTA LUCIA,24
3757,PQ. SANTA LUCIA,31
3758,PQ. SANTA LUCIA,49
3759,PQ. SANTA LUCIA,61
3760,PQ. SANTA LUCIA,72
3761,PQ. SANTA LUCIA,86
3762,PQ. SANTA LUCIA,95
3763,PQ. SANTA LUCIA,120
3764,PQ. SANTA LUCIA,135
3765,PQ. SANTA LUCIA,144
3766,PQ. SANTA LUCIA,167
3767,PQ. SANTA LUCIA,188
3768,PQ. SANTA LUCIA,201
3769,PQ. SANTA LUCIA,212
3770,PQ. SANTA LUCIA,227
3771,PQ. SANTA LUCIA,228
3772,PQ. SANTA LUCIA,256
3773,PQ. SANTA LUCIA,285
3774,PQ. SANTA LUCIA,305
3775,PQ. SANTA LUCIA,319
3776,PQ. SANTA LUCIA,340
3777,PQ. SANTA LUCIA,347
3778,PQ. SANTA LUCIA,351
3779,PQ. SANTA LUCIA,366
3780,PQ. TORUNOS,3
3781,PQ. TORUNOS,24
3782,PQ. TORUNOS,31
3783,PQ. TORUNOS,49
3784,PQ. TORUNOS,61
3785,PQ. TORUNOS,72
3786,PQ. TORUNOS,86
3787,PQ. TORUNOS,95
3788,PQ. TORUNOS,120
3789,PQ. TORUNOS,135
3790,PQ. TORUNOS,144
3791,PQ. TORUNOS,167
3792,PQ. TORUNOS,188
3793,PQ. TORUNOS,201
3794,PQ. TORUNOS,212
3795,PQ. TORUNOS,227
3796,PQ. TORUNOS,228
3797,PQ. TORUNOS,256
3798,PQ. TORUNOS,285
3799,PQ. TORUNOS,305
3800,PQ. TORUNOS,319
3801,PQ. TORUNOS,340
3802,PQ. TORUNOS,347
3803,PQ. TORUNOS,351
3804,PQ. TORUNOS,366
3805,PQ. EL CARMEN,3
3806,PQ. EL CARMEN,24
3807,PQ. EL CARMEN,31
3808,PQ. EL CARMEN,49
3809,PQ. EL CARMEN,61
3810,PQ. EL CARMEN,72
3811,PQ. EL CARMEN,86
3812,PQ. EL CARMEN,95
3813,PQ. EL CARMEN,120
3814,PQ. EL CARMEN,135
3815,PQ. EL CARMEN,144
3816,PQ. EL CARMEN,167
3817,PQ. EL CARMEN,188
3818,PQ. EL CARMEN,201
3819,PQ. EL CARMEN,212
3820,PQ. EL CARMEN,227
3821,PQ. EL CARMEN,228
3822,PQ. EL CARMEN,256
3823,PQ. EL CARMEN,285
3824,PQ. EL CARMEN,305
3825,PQ. EL CARMEN,319
3826,PQ. EL CARMEN,340
3827,PQ. EL CARMEN,347
3828,PQ. EL CARMEN,351
3829,PQ. EL CARMEN,366
3830,PQ. ROMULO BETANCOURT,3
3831,PQ. ROMULO BETANCOURT,24
3832,PQ. ROMULO BETANCOURT,31
3833,PQ. ROMULO BETANCOURT,49
3834,PQ. ROMULO BETANCOURT,61
3835,PQ. ROMULO BETANCOURT,72
3836,PQ. ROMULO BETANCOURT,86
3837,PQ. ROMULO BETANCOURT,95
3838,PQ. ROMULO BETANCOURT,120
3839,PQ. ROMULO BETANCOURT,135
3840,PQ. ROMULO BETANCOURT,144
3841,PQ. ROMULO BETANCOURT,167
3842,PQ. ROMULO BETANCOURT,188
3843,PQ. ROMULO BETANCOURT,201
3844,PQ. ROMULO BETANCOURT,212
3845,PQ. ROMULO BETANCOURT,227
3846,PQ. ROMULO BETANCOURT,228
3847,PQ. ROMULO BETANCOURT,256
3848,PQ. ROMULO BETANCOURT,285
3849,PQ. ROMULO BETANCOURT,305
3850,PQ. ROMULO BETANCOURT,319
3851,PQ. ROMULO BETANCOURT,340
3852,PQ. ROMULO BETANCOURT,347
3853,PQ. ROMULO BETANCOURT,351
3854,PQ. ROMULO BETANCOURT,366
3855,PQ. CORAZON DE JESUS,3
3856,PQ. CORAZON DE JESUS,24
3857,PQ. CORAZON DE JESUS,31
3858,PQ. CORAZON DE JESUS,49
3859,PQ. CORAZON DE JESUS,61
3860,PQ. CORAZON DE JESUS,72
3861,PQ. CORAZON DE JESUS,86
3862,PQ. CORAZON DE JESUS,95
3863,PQ. CORAZON DE JESUS,120
3864,PQ. CORAZON DE JESUS,135
3865,PQ. CORAZON DE JESUS,144
3866,PQ. CORAZON DE JESUS,167
3867,PQ. CORAZON DE JESUS,188
3868,PQ. CORAZON DE JESUS,201
3869,PQ. CORAZON DE JESUS,212
3870,PQ. CORAZON DE JESUS,227
3871,PQ. CORAZON DE JESUS,228
3872,PQ. CORAZON DE JESUS,256
3873,PQ. CORAZON DE JESUS,285
3874,PQ. CORAZON DE JESUS,305
3875,PQ. CORAZON DE JESUS,319
3876,PQ. CORAZON DE JESUS,340
3877,PQ. CORAZON DE JESUS,347
3878,PQ. CORAZON DE JESUS,351
3879,PQ. CORAZON DE JESUS,366
3880,PQ. RAMON I MENDEZ,3
3881,PQ. RAMON I MENDEZ,24
3882,PQ. RAMON I MENDEZ,31
3883,PQ. RAMON I MENDEZ,49
3884,PQ. RAMON I MENDEZ,61
3885,PQ. RAMON I MENDEZ,72
3886,PQ. RAMON I MENDEZ,86
3887,PQ. RAMON I MENDEZ,95
3888,PQ. RAMON I MENDEZ,120
3889,PQ. RAMON I MENDEZ,135
3890,PQ. RAMON I MENDEZ,144
3891,PQ. RAMON I MENDEZ,167
3892,PQ. RAMON I MENDEZ,188
3893,PQ. RAMON I MENDEZ,201
3894,PQ. RAMON I MENDEZ,212
3895,PQ. RAMON I MENDEZ,227
3896,PQ. RAMON I MENDEZ,228
3897,PQ. RAMON I MENDEZ,256
3898,PQ. RAMON I MENDEZ,285
3899,PQ. RAMON I MENDEZ,305
3900,PQ. RAMON I MENDEZ,319
3901,PQ. RAMON I MENDEZ,340
3902,PQ. RAMON I MENDEZ,347
3903,PQ. RAMON I MENDEZ,351
3904,PQ. RAMON I MENDEZ,366
3905,PQ. ALTO BARINAS,3
3906,PQ. ALTO BARINAS,24
3907,PQ. ALTO BARINAS,31
3908,PQ. ALTO BARINAS,49
3909,PQ. ALTO BARINAS,61
3910,PQ. ALTO BARINAS,72
3911,PQ. ALTO BARINAS,86
3912,PQ. ALTO BARINAS,95
3913,PQ. ALTO BARINAS,120
3914,PQ. ALTO BARINAS,135
3915,PQ. ALTO BARINAS,144
3916,PQ. ALTO BARINAS,167
3917,PQ. ALTO BARINAS,188
3918,PQ. ALTO BARINAS,201
3919,PQ. ALTO BARINAS,212
3920,PQ. ALTO BARINAS,227
3921,PQ. ALTO BARINAS,228
3922,PQ. ALTO BARINAS,256
3923,PQ. ALTO BARINAS,285
3924,PQ. ALTO BARINAS,305
3925,PQ. ALTO BARINAS,319
3926,PQ. ALTO BARINAS,340
3927,PQ. ALTO BARINAS,347
3928,PQ. ALTO BARINAS,351
3929,PQ. ALTO BARINAS,366
3930,PQ. MANUEL P FAJARDO,3
3931,PQ. MANUEL P FAJARDO,24
3932,PQ. MANUEL P FAJARDO,31
3933,PQ. MANUEL P FAJARDO,49
3934,PQ. MANUEL P FAJARDO,61
3935,PQ. MANUEL P FAJARDO,72
3936,PQ. MANUEL P FAJARDO,86
3937,PQ. MANUEL P FAJARDO,95
3938,PQ. MANUEL P FAJARDO,120
3939,PQ. MANUEL P FAJARDO,135
3940,PQ. MANUEL P FAJARDO,144
3941,PQ. MANUEL P FAJARDO,167
3942,PQ. MANUEL P FAJARDO,188
3943,PQ. MANUEL P FAJARDO,201
3944,PQ. MANUEL P FAJARDO,212
3945,PQ. MANUEL P FAJARDO,227
3946,PQ. MANUEL P FAJARDO,228
3947,PQ. MANUEL P FAJARDO,256
3948,PQ. MANUEL P FAJARDO,285
3949,PQ. MANUEL P FAJARDO,305
3950,PQ. MANUEL P FAJARDO,319
3951,PQ. MANUEL P FAJARDO,340
3952,PQ. MANUEL P FAJARDO,347
3953,PQ. MANUEL P FAJARDO,351
3954,PQ. MANUEL P FAJARDO,366
3955,PQ. JUAN A RODRIGUEZ D,3
3956,PQ. JUAN A RODRIGUEZ D,24
3957,PQ. JUAN A RODRIGUEZ D,31
3958,PQ. JUAN A RODRIGUEZ D,49
3959,PQ. JUAN A RODRIGUEZ D,61
3960,PQ. JUAN A RODRIGUEZ D,72
3961,PQ. JUAN A RODRIGUEZ D,86
3962,PQ. JUAN A RODRIGUEZ D,95
3963,PQ. JUAN A RODRIGUEZ D,120
3964,PQ. JUAN A RODRIGUEZ D,135
3965,PQ. JUAN A RODRIGUEZ D,144
3966,PQ. JUAN A RODRIGUEZ D,167
3967,PQ. JUAN A RODRIGUEZ D,188
3968,PQ. JUAN A RODRIGUEZ D,201
3969,PQ. JUAN A RODRIGUEZ D,212
3970,PQ. JUAN A RODRIGUEZ D,227
3971,PQ. JUAN A RODRIGUEZ D,228
3972,PQ. JUAN A RODRIGUEZ D,256
3973,PQ. JUAN A RODRIGUEZ D,285
3974,PQ. JUAN A RODRIGUEZ D,305
3975,PQ. JUAN A RODRIGUEZ D,319
3976,PQ. JUAN A RODRIGUEZ D,340
3977,PQ. JUAN A RODRIGUEZ D,347
3978,PQ. JUAN A RODRIGUEZ D,351
3979,PQ. JUAN A RODRIGUEZ D,366
3980,PQ. DOMINGA ORTIZ P,3
3981,PQ. DOMINGA ORTIZ P,24
3982,PQ. DOMINGA ORTIZ P,31
3983,PQ. DOMINGA ORTIZ P,49
3984,PQ. DOMINGA ORTIZ P,61
3985,PQ. DOMINGA ORTIZ P,72
3986,PQ. DOMINGA ORTIZ P,86
3987,PQ. DOMINGA ORTIZ P,95
3988,PQ. DOMINGA ORTIZ P,120
3989,PQ. DOMINGA ORTIZ P,135
3990,PQ. DOMINGA ORTIZ P,144
3991,PQ. DOMINGA ORTIZ P,167
3992,PQ. DOMINGA ORTIZ P,188
3993,PQ. DOMINGA ORTIZ P,201
3994,PQ. DOMINGA ORTIZ P,212
3995,PQ. DOMINGA ORTIZ P,227
3996,PQ. DOMINGA ORTIZ P,228
3997,PQ. DOMINGA ORTIZ P,256
3998,PQ. DOMINGA ORTIZ P,285
3999,PQ. DOMINGA ORTIZ P,305
4000,PQ. DOMINGA ORTIZ P,319
4001,PQ. DOMINGA ORTIZ P,340
4002,PQ. DOMINGA ORTIZ P,347
4003,PQ. DOMINGA ORTIZ P,351
4004,PQ. DOMINGA ORTIZ P,366
4005,CM. CAICARA DEL ORINOCO,3
4006,CM. CAICARA DEL ORINOCO,24
4007,CM. CAICARA DEL ORINOCO,31
4008,CM. CAICARA DEL ORINOCO,49
4009,CM. CAICARA DEL ORINOCO,61
4010,CM. CAICARA DEL ORINOCO,72
4011,CM. CAICARA DEL ORINOCO,86
4012,CM. CAICARA DEL ORINOCO,95
4013,CM. CAICARA DEL ORINOCO,120
4014,CM. CAICARA DEL ORINOCO,135
4015,CM. CAICARA DEL ORINOCO,144
4016,CM. CAICARA DEL ORINOCO,167
4017,CM. CAICARA DEL ORINOCO,188
4018,CM. CAICARA DEL ORINOCO,201
4019,CM. CAICARA DEL ORINOCO,212
4020,CM. CAICARA DEL ORINOCO,227
4021,CM. CAICARA DEL ORINOCO,228
4022,CM. CAICARA DEL ORINOCO,256
4023,CM. CAICARA DEL ORINOCO,285
4024,CM. CAICARA DEL ORINOCO,305
4025,CM. CAICARA DEL ORINOCO,319
4026,CM. CAICARA DEL ORINOCO,340
4027,CM. CAICARA DEL ORINOCO,347
4028,CM. CAICARA DEL ORINOCO,351
4029,CM. CAICARA DEL ORINOCO,366
4030,PQ. ASCENSION FARRERAS,3
4031,PQ. ASCENSION FARRERAS,24
4032,PQ. ASCENSION FARRERAS,31
4033,PQ. ASCENSION FARRERAS,49
4034,PQ. ASCENSION FARRERAS,61
4035,PQ. ASCENSION FARRERAS,72
4036,PQ. ASCENSION FARRERAS,86
4037,PQ. ASCENSION FARRERAS,95
4038,PQ. ASCENSION FARRERAS,120
4039,PQ. ASCENSION FARRERAS,135
4040,PQ. ASCENSION FARRERAS,144
4041,PQ. ASCENSION FARRERAS,167
4042,PQ. ASCENSION FARRERAS,188
4043,PQ. ASCENSION FARRERAS,201
4044,PQ. ASCENSION FARRERAS,212
4045,PQ. ASCENSION FARRERAS,227
4046,PQ. ASCENSION FARRERAS,228
4047,PQ. ASCENSION FARRERAS,256
4048,PQ. ASCENSION FARRERAS,285
4049,PQ. ASCENSION FARRERAS,305
4050,PQ. ASCENSION FARRERAS,319
4051,PQ. ASCENSION FARRERAS,340
4052,PQ. ASCENSION FARRERAS,347
4053,PQ. ASCENSION FARRERAS,351
4054,PQ. ASCENSION FARRERAS,366
4055,PQ. ALTAGRACIA,3
4056,PQ. ALTAGRACIA,24
4057,PQ. ALTAGRACIA,31
4058,PQ. ALTAGRACIA,49
4059,PQ. ALTAGRACIA,61
4060,PQ. ALTAGRACIA,72
4061,PQ. ALTAGRACIA,86
4062,PQ. ALTAGRACIA,95
4063,PQ. ALTAGRACIA,120
4064,PQ. ALTAGRACIA,135
4065,PQ. ALTAGRACIA,144
4066,PQ. ALTAGRACIA,167
4067,PQ. ALTAGRACIA,188
4068,PQ. ALTAGRACIA,201
4069,PQ. ALTAGRACIA,212
4070,PQ. ALTAGRACIA,227
4071,PQ. ALTAGRACIA,228
4072,PQ. ALTAGRACIA,256
4073,PQ. ALTAGRACIA,285
4074,PQ. ALTAGRACIA,305
4075,PQ. ALTAGRACIA,319
4076,PQ. ALTAGRACIA,340
4077,PQ. ALTAGRACIA,347
4078,PQ. ALTAGRACIA,351
4079,PQ. ALTAGRACIA,366
4080,PQ. LA URBANA,3
4081,PQ. LA URBANA,24
4082,PQ. LA URBANA,31
4083,PQ. LA URBANA,49
4084,PQ. LA URBANA,61
4085,PQ. LA URBANA,72
4086,PQ. LA URBANA,86
4087,PQ. LA URBANA,95
4088,PQ. LA URBANA,120
4089,PQ. LA URBANA,135
4090,PQ. LA URBANA,144
4091,PQ. LA URBANA,167
4092,PQ. LA URBANA,188
4093,PQ. LA URBANA,201
4094,PQ. LA URBANA,212
4095,PQ. LA URBANA,227
4096,PQ. LA URBANA,228
4097,PQ. LA URBANA,256
4098,PQ. LA URBANA,285
4099,PQ. LA URBANA,305
4100,PQ. LA URBANA,319
4101,PQ. LA URBANA,340
4102,PQ. LA URBANA,347
4103,PQ. LA URBANA,351
4104,PQ. LA URBANA,366
4105,PQ. GUANIAMO,3
4106,PQ. GUANIAMO,24
4107,PQ. GUANIAMO,31
4108,PQ. GUANIAMO,49
4109,PQ. GUANIAMO,61
4110,PQ. GUANIAMO,72
4111,PQ. GUANIAMO,86
4112,PQ. GUANIAMO,95
4113,PQ. GUANIAMO,120
4114,PQ. GUANIAMO,135
4115,PQ. GUANIAMO,144
4116,PQ. GUANIAMO,167
4117,PQ. GUANIAMO,188
4118,PQ. GUANIAMO,201
4119,PQ. GUANIAMO,212
4120,PQ. GUANIAMO,227
4121,PQ. GUANIAMO,228
4122,PQ. GUANIAMO,256
4123,PQ. GUANIAMO,285
4124,PQ. GUANIAMO,305
4125,PQ. GUANIAMO,319
4126,PQ. GUANIAMO,340
4127,PQ. GUANIAMO,347
4128,PQ. GUANIAMO,351
4129,PQ. GUANIAMO,366
4130,PQ. PIJIGUAOS,3
4131,PQ. PIJIGUAOS,24
4132,PQ. PIJIGUAOS,31
4133,PQ. PIJIGUAOS,49
4134,PQ. PIJIGUAOS,61
4135,PQ. PIJIGUAOS,72
4136,PQ. PIJIGUAOS,86
4137,PQ. PIJIGUAOS,95
4138,PQ. PIJIGUAOS,120
4139,PQ. PIJIGUAOS,135
4140,PQ. PIJIGUAOS,144
4141,PQ. PIJIGUAOS,167
4142,PQ. PIJIGUAOS,188
4143,PQ. PIJIGUAOS,201
4144,PQ. PIJIGUAOS,212
4145,PQ. PIJIGUAOS,227
4146,PQ. PIJIGUAOS,228
4147,PQ. PIJIGUAOS,256
4148,PQ. PIJIGUAOS,285
4149,PQ. PIJIGUAOS,305
4150,PQ. PIJIGUAOS,319
4151,PQ. PIJIGUAOS,340
4152,PQ. PIJIGUAOS,347
4153,PQ. PIJIGUAOS,351
4154,PQ. PIJIGUAOS,366
4155,PQ. GUIGUE,3
4156,PQ. GUIGUE,24
4157,PQ. GUIGUE,31
4158,PQ. GUIGUE,49
4159,PQ. GUIGUE,61
4160,PQ. GUIGUE,72
4161,PQ. GUIGUE,86
4162,PQ. GUIGUE,95
4163,PQ. GUIGUE,120
4164,PQ. GUIGUE,135
4165,PQ. GUIGUE,144
4166,PQ. GUIGUE,167
4167,PQ. GUIGUE,188
4168,PQ. GUIGUE,201
4169,PQ. GUIGUE,212
4170,PQ. GUIGUE,227
4171,PQ. GUIGUE,228
4172,PQ. GUIGUE,256
4173,PQ. GUIGUE,285
4174,PQ. GUIGUE,305
4175,PQ. GUIGUE,319
4176,PQ. GUIGUE,340
4177,PQ. GUIGUE,347
4178,PQ. GUIGUE,351
4179,PQ. GUIGUE,366
4180,PQ. BELEN,3
4181,PQ. BELEN,24
4182,PQ. BELEN,31
4183,PQ. BELEN,49
4184,PQ. BELEN,61
4185,PQ. BELEN,72
4186,PQ. BELEN,86
4187,PQ. BELEN,95
4188,PQ. BELEN,120
4189,PQ. BELEN,135
4190,PQ. BELEN,144
4191,PQ. BELEN,167
4192,PQ. BELEN,188
4193,PQ. BELEN,201
4194,PQ. BELEN,212
4195,PQ. BELEN,227
4196,PQ. BELEN,228
4197,PQ. BELEN,256
4198,PQ. BELEN,285
4199,PQ. BELEN,305
4200,PQ. BELEN,319
4201,PQ. BELEN,340
4202,PQ. BELEN,347
4203,PQ. BELEN,351
4204,PQ. BELEN,366
4205,PQ. TACARIGUA,3
4206,PQ. TACARIGUA,24
4207,PQ. TACARIGUA,31
4208,PQ. TACARIGUA,49
4209,PQ. TACARIGUA,61
4210,PQ. TACARIGUA,72
4211,PQ. TACARIGUA,86
4212,PQ. TACARIGUA,95
4213,PQ. TACARIGUA,120
4214,PQ. TACARIGUA,135
4215,PQ. TACARIGUA,144
4216,PQ. TACARIGUA,167
4217,PQ. TACARIGUA,188
4218,PQ. TACARIGUA,201
4219,PQ. TACARIGUA,212
4220,PQ. TACARIGUA,227
4221,PQ. TACARIGUA,228
4222,PQ. TACARIGUA,256
4223,PQ. TACARIGUA,285
4224,PQ. TACARIGUA,305
4225,PQ. TACARIGUA,319
4226,PQ. TACARIGUA,340
4227,PQ. TACARIGUA,347
4228,PQ. TACARIGUA,351
4229,PQ. TACARIGUA,366
4230,PQ. TINAQUILLO,3
4231,PQ. TINAQUILLO,24
4232,PQ. TINAQUILLO,31
4233,PQ. TINAQUILLO,49
4234,PQ. TINAQUILLO,61
4235,PQ. TINAQUILLO,72
4236,PQ. TINAQUILLO,86
4237,PQ. TINAQUILLO,95
4238,PQ. TINAQUILLO,120
4239,PQ. TINAQUILLO,135
4240,PQ. TINAQUILLO,144
4241,PQ. TINAQUILLO,167
4242,PQ. TINAQUILLO,188
4243,PQ. TINAQUILLO,201
4244,PQ. TINAQUILLO,212
4245,PQ. TINAQUILLO,227
4246,PQ. TINAQUILLO,228
4247,PQ. TINAQUILLO,256
4248,PQ. TINAQUILLO,285
4249,PQ. TINAQUILLO,305
4250,PQ. TINAQUILLO,319
4251,PQ. TINAQUILLO,340
4252,PQ. TINAQUILLO,347
4253,PQ. TINAQUILLO,351
4254,PQ. TINAQUILLO,366
4255,PQ. SAN LUIS,3
4256,PQ. SAN LUIS,24
4257,PQ. SAN LUIS,31
4258,PQ. SAN LUIS,49
4259,PQ. SAN LUIS,61
4260,PQ. SAN LUIS,72
4261,PQ. SAN LUIS,86
4262,PQ. SAN LUIS,95
4263,PQ. SAN LUIS,120
4264,PQ. SAN LUIS,135
4265,PQ. SAN LUIS,144
4266,PQ. SAN LUIS,167
4267,PQ. SAN LUIS,188
4268,PQ. SAN LUIS,201
4269,PQ. SAN LUIS,212
4270,PQ. SAN LUIS,227
4271,PQ. SAN LUIS,228
4272,PQ. SAN LUIS,256
4273,PQ. SAN LUIS,285
4274,PQ. SAN LUIS,305
4275,PQ. SAN LUIS,319
4276,PQ. SAN LUIS,340
4277,PQ. SAN LUIS,347
4278,PQ. SAN LUIS,351
4279,PQ. SAN LUIS,366
4280,PQ. ARACUA,3
4281,PQ. ARACUA,24
4282,PQ. ARACUA,31
4283,PQ. ARACUA,49
4284,PQ. ARACUA,61
4285,PQ. ARACUA,72
4286,PQ. ARACUA,86
4287,PQ. ARACUA,95
4288,PQ. ARACUA,120
4289,PQ. ARACUA,135
4290,PQ. ARACUA,144
4291,PQ. ARACUA,167
4292,PQ. ARACUA,188
4293,PQ. ARACUA,201
4294,PQ. ARACUA,212
4295,PQ. ARACUA,227
4296,PQ. ARACUA,228
4297,PQ. ARACUA,256
4298,PQ. ARACUA,285
4299,PQ. ARACUA,305
4300,PQ. ARACUA,319
4301,PQ. ARACUA,340
4302,PQ. ARACUA,347
4303,PQ. ARACUA,351
4304,PQ. ARACUA,366
4305,PQ. LA PEÑA,3
4306,PQ. LA PEÑA,24
4307,PQ. LA PEÑA,31
4308,PQ. LA PEÑA,49
4309,PQ. LA PEÑA,61
4310,PQ. LA PEÑA,72
4311,PQ. LA PEÑA,86
4312,PQ. LA PEÑA,95
4313,PQ. LA PEÑA,120
4314,PQ. LA PEÑA,135
4315,PQ. LA PEÑA,144
4316,PQ. LA PEÑA,167
4317,PQ. LA PEÑA,188
4318,PQ. LA PEÑA,201
4319,PQ. LA PEÑA,212
4320,PQ. LA PEÑA,227
